timestamp,coin,mark_px,oracle_px,funding_hourly,oi_btc,oi_usd,cfi,regime,asymmetry,long_pressure,short_pressure,liq_within_2pct_usd,liq_within_5pct_usd,liq_within_10pct_usd,n_wallets,n_positions,sampled_notional_usd,coverage_ratio,n_null_liqpx,n_dust_filtered,n_far_filtered
2026-06-10T16:03:14+00:00,BTC,62621.0,62657.0,1.25e-05,32208.29596,2016915701.31116,14.08,calm,0.1387,60306145.34894303,79732389.20756504,44156851.48782,79716054.72935,144985080.75280002,2000,252,994311019.04189,0.4929859083329594,60,26,87
2026-06-10T16:13:12+00:00,BTC,62414.0,62444.0,2.4432e-06,32555.56334,2031922930.30276,14.46,calm,0.0391,69301537.18411997,74939668.17444874,48134059.501260005,94980349.70198,165705322.15478003,2000,252,997650530.06723,0.4909883712560782,60,29,91
2026-06-10T16:23:13+00:00,BTC,62300.0,62330.0,4.4477e-06,32357.1368,2015849622.64,14.18,calm,0.0367,67310444.61172625,72446072.42775975,41381893.02564,93273136.33578,157919452.71095997,2000,251,985697761.17385,0.4889738550452781,55,28,93
2026-06-10T16:33:13+00:00,BTC,62236.0,62269.0,2.9083e-06,32225.87382,2005609483.06152,13.87,calm,0.0203,66256133.29656167,68997957.16220987,38585555.36684,86506465.29563999,159002337.51524,2000,250,975109777.21517,0.486191247822924,57,31,92
2026-06-10T16:43:13+00:00,BTC,62331.0,62370.0,3.5198e-06,32197.9518,2006930533.6458,13.91,calm,0.0464,64621463.47091442,70914949.465721,39102496.92019,86904303.50583997,151152287.04900998,2000,248,974430859.46824,0.485532928585268,56,32,91
2026-06-10T16:53:13+00:00,BTC,61961.0,61996.0,2.5841e-06,32260.541,1998895380.901,14.12,calm,-0.0131,69453322.54558861,67662344.9376601,37584489.277710006,98608173.09596,159403026.61540002,2000,242,970801111.00432,0.4856687950155411,56,33,95
2026-06-10T17:03:13+00:00,BTC,62146.0,62174.0,3.7537e-06,31982.19552,1987565522.78592,13.78,calm,-0.0306,66822636.91772803,62858472.51450324,38531218.51454,89379520.27458,154017705.10698998,2000,241,941322731.52631,0.4736058865656322,52,36,95
2026-06-10T17:13:12+00:00,BTC,62139.0,62171.0,3.8298e-06,32023.4258799999,1989903660.7573133,14.13,calm,-0.0124,67582139.86436018,65926703.65932379,39362675.83484,90906955.03309,161202374.69406998,2000,250,944671144.5889,0.4747321004622801,54,36,94
2026-06-10T17:23:08+00:00,BTC,62138.0,62166.0,8.092e-06,32251.45586,2004040964.22868,14.2,calm,-0.0615,71519441.1331399,63238448.07059012,39494428.12709,90486118.55842,163826342.40901,2000,247,949046044.76258,0.473566190363704,53,35,93
2026-06-10T17:33:10+00:00,BTC,62002.0,62035.0,8.5766e-06,31885.6804799999,1976975961.1209536,14.18,calm,-0.0501,69180754.62694451,62576830.1919781,40119608.68098,97329551.32167,154930487.38132,2000,243,929362402.76268,0.4700929202172633,54,34,94
